7.060046805153147;0.0	9.648671978391555;0.0	8.932230323071975;0.0	7.455141588595415;0.0	6.720154581505133;0.0	
7.419415339814469;0.0	9.651599614255181;0.0	8.137063276375622;0.0	7.470302444465293;0.0	6.209014561577996;0.0	
8.41386372936703;0.0	9.730086114839358;0.0	8.411507338697538;0.0	7.439857289851571;0.0	6.262067744003368;0.0	
8.029708102095691;0.0	9.665125621910414;0.0	8.823710997651517;0.0	7.300018131144929;0.0	7.030253393100065;0.0	
8.013896852222251;0.0	9.785465269989457;0.0	8.931758862167337;0.0	7.407019595408322;0.0	6.730782118359799;0.0	
8.514796916325695;0.0	9.832854897783584;0.0	8.450216351451802;0.0	7.554622582892629;0.0	6.563830029744253;0.0	
8.387915809531206;0.0	9.88622241471062;0.0	8.633738389841502;0.0	8.102896564700824;0.0	7.244934995964758;0.0	
8.452283484790868;0.0	9.51258354179916;0.0	8.738268444926604;0.0	7.975516426472537;0.0	7.130713446828049;0.0	
7.6114128097243015;0.0	9.76643378302701;0.0	8.800652290904859;0.0	7.365935733261862;0.0	6.482924591007751;0.0	
8.441433208343724;0.0	9.661572849676537;0.0	8.55870748359983;0.0	7.465342417549209;0.0	6.715199908171609;0.0	
8.411514212897158;0.0	9.69308096485408;0.0	8.804077683670974;0.0	7.341241721586626;0.0	7.0237862460804505;0.0	
8.193161868589714;0.0	9.83480843808958;0.0	9.08224521190052;0.0	7.1948475187328285;0.0	6.863001039460657;0.0	
7.622882287243216;0.0	9.751975775539808;0.0	9.016635164203123;0.0	7.479586259802097;0.0	6.574356984835206;0.0	
8.643369896952978;0.0	10.007729418225269;0.0	8.454042235652647;0.0	7.784696802640125;0.0	6.270905486500345;0.0	
8.572841265133452;0.0	9.690012357420082;0.0	8.852158965619404;0.0	7.859687609133085;0.0	7.761767188911326;0.0	
8.656659838770377;0.0	9.664094569524506;0.0	8.545006525235802;0.0	7.695287446061109;0.0	6.724415666628201;0.0	
7.523841765655809;0.0	9.786505728432635;0.0	8.4823264022365;0.0	7.190342983202677;0.0	6.3433102425979255;0.0	
7.942184500485892;0.0	9.534302812909317;0.0	8.294529274912458;0.0	7.155513790259708;0.0	6.064069487639385;0.0	
7.593623915425856;0.0	9.848666992835204;0.0	9.058529237939547;0.0	7.557850169426402;0.0	7.228539331574617;0.0	
6.885888109715694;0.0	9.864622952133134;0.0	9.103558109286366;0.0	6.711722327339763;0.0	6.225597976122807;0.0	
7.222656045892148;0.0	10.061752068474098;0.0	8.606802508447746;0.0	7.554609884237134;0.0	6.731966058654999;0.0	
8.759316192617316;0.0	9.899446585718435;0.0	8.45703041644144;0.0	7.7974536138958985;0.0	7.0696498812468205;0.0	
